playerID,yearID,lgID,POS,awardID,gold_glove,Training_Validation
bichebo01,2020,AL,SS,,NO,Training
bichebo01,2021,AL,SS,,NO,Training
bichebo01,2022,AL,SS,,NO,Training
bichebo01,2023,AL,SS,,NO,Validation
bickfph01,2020,NL,P,,NO,Training
bickfph01,2021,NL,P,,NO,Training
bickfph01,2021,NL,P,,NO,Training
bickfph01,2022,NL,P,,NO,Training
bickfph01,2023,NL,P,,NO,Validation
bickfph01,2023,NL,P,,NO,Validation
biddlje01,2018,NL,P,,NO,Training
biddlje01,2019,NL,P,,NO,Training
biddlje01,2019,AL,P,,NO,Training
biddlje01,2019,AL,P,,NO,Training
biddlje01,2020,NL,P,,NO,Training
biddlje01,2021,NL,P,,NO,Training
bidoos01,2023,NL,P,,NO,Validation
biebesh01,2018,AL,P,,NO,Training
biebesh01,2019,AL,P,,NO,Training
biebesh01,2020,AL,P,,NO,Training
biebesh01,2021,AL,P,,NO,Training
biebesh01,2022,AL,P,Gold Glove,Yes,Training
biebesh01,2023,AL,P,,NO,Validation
bielabr01,2020,AL,P,,NO,Training
bielabr01,2021,AL,P,,NO,Training
bielabr01,2022,AL,P,,NO,Training
bielabr01,2023,AL,P,,NO,Validation
biggica01,2019,AL,1B,,NO,Training
biggica01,2019,AL,2B,,NO,Training
biggica01,2019,AL,OF,,NO,Training
biggica01,2020,AL,2B,,NO,Training
biggica01,2020,AL,3B,,NO,Training
biggica01,2020,AL,OF,,NO,Training
biggica01,2021,AL,1B,,NO,Training
biggica01,2021,AL,2B,,NO,Training
biggica01,2021,AL,3B,,NO,Training
biggica01,2021,AL,OF,,NO,Training
biggica01,2022,AL,1B,,NO,Training
biggica01,2022,AL,2B,,NO,Training
biggica01,2022,AL,3B,,NO,Training
biggica01,2022,AL,OF,,NO,Training
biggica01,2023,AL,1B,,NO,Validation
biggica01,2023,AL,2B,,NO,Validation
biggica01,2023,AL,3B,,NO,Validation
biggica01,2023,AL,OF,,NO,Validation
biggica01,2023,AL,SS,,NO,Validation
billibr02,2014,AL,P,,NO,Training
billich01,2013,NL,P,,NO,Training
billich01,2015,NL,P,,NO,Training
birdgr01,2015,AL,1B,,NO,Training
birdgr01,2017,AL,1B,,NO,Training
birdgr01,2018,AL,1B,,NO,Training
birdgr01,2019,AL,1B,,NO,Training
birdja01,2022,NL,P,,NO,Training
birdja01,2023,NL,P,,NO,Validation
birdky01,2019,AL,P,,NO,Training
bishobr01,2019,AL,OF,,NO,Training
bishobr01,2020,AL,OF,,NO,Training
bishobr01,2021,AL,OF,,NO,Training
blachty01,2016,NL,P,,NO,Training
blachty01,2017,NL,P,,NO,Training
blachty01,2018,NL,P,,NO,Training
blachty01,2019,NL,P,,NO,Training
blachty01,2019,AL,P,,NO,Training
blachty01,2022,NL,P,,NO,Training
blachty01,2023,NL,P,,NO,Validation
blackch02,2013,NL,OF,,NO,Training
blackch02,2014,NL,OF,,NO,Training
blackch02,2015,NL,OF,,NO,Training
blackch02,2016,NL,OF,,NO,Training
blackch02,2017,NL,OF,,NO,Training
blackch02,2018,NL,OF,,NO,Training
blackch02,2019,NL,OF,,NO,Training
blackch02,2020,NL,OF,,NO,Training
blackch02,2021,NL,OF,,NO,Training
blackch02,2022,NL,OF,,NO,Training
blackch02,2023,NL,OF,,NO,Validation
blackpa01,2017,AL,P,,NO,Training
blackpa01,2018,AL,P,,NO,Training
blackpa01,2019,AL,P,,NO,Training
blackpa01,2020,AL,P,,NO,Training
blackpa01,2021,AL,P,,NO,Training
blackpa01,2022,AL,P,,NO,Training
blackpa01,2023,AL,P,,NO,Validation
blackra01,2018,NL,P,,NO,Training
blackra01,2019,NL,P,,NO,Training
blackra01,2019,NL,P,,NO,Training
blackra01,2020,NL,P,,NO,Training
blacktr01,2013,AL,P,,NO,Training
blacktr01,2013,AL,P,,NO,Training
blackvi01,2013,NL,P,,NO,Training
blackvi01,2013,NL,P,,NO,Training
blackvi01,2014,NL,P,,NO,Training
blairaa01,2016,NL,P,,NO,Training
blairaa01,2017,NL,P,,NO,Training
blairca01,2015,AL,C,,NO,Training
blancan01,2014,NL,2B,,NO,Training
blancan01,2014,NL,3B,,NO,Training
blancan01,2014,NL,SS,,NO,Training
blancan01,2015,NL,1B,,NO,Training
blancan01,2015,NL,2B,,NO,Training
blancan01,2015,NL,3B,,NO,Training
blancan01,2015,NL,SS,,NO,Training
blancan01,2016,NL,1B,,NO,Training
blancan01,2016,NL,2B,,NO,Training
blancan01,2016,NL,3B,,NO,Training
blancan01,2016,NL,OF,,NO,Training
blancan01,2016,NL,SS,,NO,Training
blancan01,2017,NL,1B,,NO,Training
blancan01,2017,NL,2B,,NO,Training
blancan01,2017,NL,3B,,NO,Training
blancan01,2017,NL,P,,NO,Training
blancan01,2017,NL,SS,,NO,Training
blancda02,2022,AL,OF,,NO,Training
blancda02,2023,AL,OF,,NO,Validation
blancgr01,2013,NL,OF,,NO,Training
blancgr01,2014,NL,OF,,NO,Training
blancgr01,2015,NL,OF,,NO,Training
blancgr01,2016,NL,OF,,NO,Training
blancgr01,2017,NL,OF,,NO,Training
blancgr01,2018,NL,OF,,NO,Training
blanche01,2013,AL,C,,NO,Training
blanche01,2013,AL,C,,NO,Training
blancro01,2022,AL,P,,NO,Training
blancro01,2023,AL,P,,NO,Validation
blandal01,2018,NL,1B,,NO,Training
blandal01,2018,NL,2B,,NO,Training
blandal01,2018,NL,3B,,NO,Training
blandal01,2018,NL,OF,,NO,Training
blandal01,2018,NL,P,,NO,Training
blandal01,2018,NL,SS,,NO,Training
blandal01,2019,NL,1B,,NO,Training
blandal01,2019,NL,2B,,NO,Training
blandal01,2019,NL,3B,,NO,Training
blandal01,2021,NL,1B,,NO,Training
blandal01,2021,NL,2B,,NO,Training
blandal01,2021,NL,3B,,NO,Training
blandal01,2021,NL,OF,,NO,Training
blandal01,2021,NL,P,,NO,Training
blandal01,2021,NL,SS,,NO,Training
blankky01,2013,NL,1B,,NO,Training
blankky01,2013,NL,OF,,NO,Training
blankky01,2014,NL,1B,,NO,Training
blankky01,2014,NL,OF,,NO,Training
blankky01,2014,AL,1B,,NO,Training
blankky01,2014,AL,OF,,NO,Training
blankky01,2015,AL,1B,,NO,Training
blankky01,2015,AL,OF,,NO,Training
blanktr01,2020,AL,2B,,NO,Training
blanktr01,2021,AL,2B,,NO,Training
blanktr01,2021,NL,2B,,NO,Training
blanktr01,2021,NL,OF,,NO,Training
blanktr01,2023,NL,OF,,NO,Validation
blantjo01,2013,AL,P,,NO,Training
blantjo01,2015,AL,P,,NO,Training
blantjo01,2015,NL,P,,NO,Training
blantjo01,2016,NL,P,,NO,Training
blantjo01,2017,NL,P,,NO,Training
blashja01,2016,NL,OF,,NO,Training
blashja01,2017,NL,OF,,NO,Training
blashja01,2018,AL,OF,,NO,Training
blazemi01,2013,NL,P,,NO,Training
blazemi01,2013,NL,P,,NO,Training
blazemi01,2015,NL,P,,NO,Training
blazemi01,2016,NL,P,,NO,Training
blazemi01,2017,NL,P,,NO,Training
blazemi01,2019,NL,P,,NO,Training
bledajj01,2022,NL,OF,,NO,Training
bledajj01,2023,AL,OF,,NO,Validation
bleicje01,2018,AL,P,,NO,Training
bleieri01,2016,AL,P,,NO,Training
bleieri01,2017,AL,P,,NO,Training
bleieri01,2018,AL,P,,NO,Training
bleieri01,2019,AL,P,,NO,Training
bleieri01,2020,AL,P,,NO,Training
bleieri01,2020,NL,P,,NO,Training
bleieri01,2021,NL,P,,NO,Training
bleieri01,2022,NL,P,,NO,Training
bleieri01,2023,AL,P,,NO,Validation
blevije01,2013,AL,P,,NO,Training
blevije01,2014,NL,P,,NO,Training
blevije01,2015,NL,P,,NO,Training
blevije01,2016,NL,P,,NO,Training
blevije01,2017,NL,P,,NO,Training
blevije01,2018,NL,P,,NO,Training
blevije01,2019,NL,P,,NO,Training
blewesc01,2020,AL,P,,NO,Training
blewesc01,2021,AL,P,,NO,Training
bloomwi01,2013,NL,2B,,NO,Training
bloomwi01,2013,NL,OF,,NO,Training
bloomwi01,2013,NL,SS,,NO,Training
bloomwi01,2014,AL,1B,,NO,Training
bloomwi01,2014,AL,2B,,NO,Training
bloomwi01,2014,AL,3B,,NO,Training
bloomwi01,2014,AL,OF,,NO,Training
bloomwi01,2014,AL,SS,,NO,Training
bloomwi01,2015,AL,1B,,NO,Training
bloomwi01,2015,AL,2B,,NO,Training
bloomwi01,2015,AL,3B,,NO,Training
bloomwi01,2015,AL,OF,,NO,Training
bloomwi01,2015,AL,SS,,NO,Training
bochybr02,2014,NL,P,,NO,Training
bochybr02,2015,NL,P,,NO,Training
boescbr01,2013,AL,OF,,NO,Training
boescbr01,2014,AL,OF,,NO,Training
boescbr01,2015,NL,OF,,NO,Training
bogaexa01,2013,AL,3B,,NO,Training
bogaexa01,2013,AL,SS,,NO,Training
bogaexa01,2014,AL,3B,,NO,Training
bogaexa01,2014,AL,SS,,NO,Training
bogaexa01,2015,AL,SS,,NO,Training
bogaexa01,2016,AL,SS,,NO,Training
bogaexa01,2017,AL,SS,,NO,Training
bogaexa01,2018,AL,SS,,NO,Training
bogaexa01,2019,AL,SS,,NO,Training
bogaexa01,2020,AL,SS,,NO,Training
bogaexa01,2021,AL,SS,,NO,Training
bogaexa01,2022,AL,SS,,NO,Training
bogaexa01,2023,NL,SS,,NO,Validation
boggsmi01,2013,NL,P,,NO,Training
boggsmi01,2013,NL,P,,NO,Training
bogusbr01,2013,NL,OF,,NO,Training
bogusbr01,2015,NL,OF,,NO,Training
bohmal01,2020,NL,1B,,NO,Training
bohmal01,2020,NL,3B,,NO,Training
bohmal01,2021,NL,1B,,NO,Training
bohmal01,2021,NL,3B,,NO,Training
bohmal01,2022,NL,1B,,NO,Training
bohmal01,2022,NL,3B,,NO,Training
bohmal01,2023,NL,1B,,NO,Validation
bohmal01,2023,NL,3B,,NO,Validation
bolanro01,2019,NL,P,,NO,Training
bolanro01,2020,AL,P,,NO,Training
bolanro01,2021,AL,P,,NO,Training
bolanro01,2022,AL,P,,NO,Training
bolsimi01,2014,NL,P,,NO,Training
bolsimi01,2015,NL,P,,NO,Training
bolsimi01,2016,NL,P,,NO,Training
bolsimi01,2017,AL,P,,NO,Training
boltoco01,2023,NL,P,,NO,Validation
boltsk01,2019,AL,OF,,NO,Training
boltsk01,2021,NL,OF,,NO,Training
boltsk01,2021,AL,OF,,NO,Training
boltsk01,2022,AL,OF,,NO,Training
bondeje01,2013,AL,P,,NO,Training
bondeje01,2013,AL,P,,NO,Training
bonifem01,2013,AL,2B,,NO,Training
bonifem01,2013,AL,OF,,NO,Training
bonifem01,2013,AL,SS,,NO,Training
bonifem01,2013,AL,2B,,NO,Training
bonifem01,2013,AL,3B,,NO,Training
bonifem01,2013,AL,OF,,NO,Training
bonifem01,2014,NL,2B,,NO,Training
bonifem01,2014,NL,3B,,NO,Training
bonifem01,2014,NL,OF,,NO,Training
bonifem01,2014,NL,SS,,NO,Training
bonifem01,2014,NL,2B,,NO,Training
bonifem01,2014,NL,OF,,NO,Training
bonifem01,2014,NL,SS,,NO,Training
bonifem01,2015,AL,2B,,NO,Training
bonifem01,2015,AL,3B,,NO,Training
bonifem01,2015,AL,OF,,NO,Training
bonifem01,2016,NL,OF,,NO,Training
bonifem01,2017,NL,OF,,NO,Training
bonifem01,2020,NL,OF,,NO,Training
bonifjo01,2017,AL,OF,,NO,Training
bonifjo01,2018,AL,OF,,NO,Training
bonifjo01,2019,AL,OF,,NO,Training
bonifjo01,2020,AL,OF,,NO,Training
bonifjo01,2021,NL,OF,,NO,Training
bonilli01,2014,AL,P,,NO,Training
bonilli01,2017,NL,P,,NO,Training
bootcch01,2013,AL,P,,NO,Training
borboju01,2013,NL,OF,,NO,Training
borboju01,2016,AL,OF,,NO,Training
borucry01,2018,AL,P,,NO,Training
borucry01,2019,AL,P,,NO,Training
borucry01,2020,AL,P,,NO,Training
borucry01,2021,AL,P,,NO,Training
borucry01,2022,AL,P,,NO,Training
borucry01,2022,AL,P,,NO,Training
borucry01,2023,NL,P,,NO,Validation
boscajc01,2013,NL,C,,NO,Training
boscawi01,2016,NL,P,,NO,Training
boshebu01,2013,AL,P,,NO,Training
boshebu01,2016,AL,P,,NO,Training
boshebu01,2017,AL,P,,NO,Training
boshebu01,2019,AL,P,,NO,Training
bostiak01,2021,NL,P,,NO,Training
bostich01,2017,NL,2B,,NO,Training
bostich01,2017,NL,OF,,NO,Training
bostich01,2018,NL,OF,,NO,Training
bostich01,2018,NL,2B,,NO,Training
bostich01,2018,NL,OF,,NO,Training
boteda01,2018,NL,1B,,NO,Training
boteda01,2018,NL,2B,,NO,Training
boteda01,2018,NL,3B,,NO,Training
boteda01,2018,NL,OF,,NO,Training
boteda01,2018,NL,SS,,NO,Training
boteda01,2019,NL,2B,,NO,Training
boteda01,2019,NL,3B,,NO,Training
boteda01,2019,NL,OF,,NO,Training
boteda01,2019,NL,SS,,NO,Training
boteda01,2020,NL,1B,,NO,Training
boteda01,2020,NL,2B,,NO,Training
boteda01,2020,NL,3B,,NO,Training
boteda01,2021,NL,2B,,NO,Training
boteda01,2021,NL,3B,,NO,Training
boteda01,2022,NL,1B,,NO,Training
boteda01,2022,NL,2B,,NO,Training
boteda01,2022,NL,3B,,NO,Training
bouchse01,2022,NL,OF,,NO,Training
bouchse01,2023,NL,OF,,NO,Validation
bourgja01,2013,AL,OF,,NO,Training
bourgja01,2014,NL,OF,,NO,Training
bourgja01,2015,NL,OF,,NO,Training
bourjpe01,2013,AL,OF,,NO,Training
bourjpe01,2014,NL,OF,,NO,Training
bourjpe01,2015,NL,OF,,NO,Training
bourjpe01,2016,NL,OF,,NO,Training
bourjpe01,2017,AL,OF,,NO,Training
bourjpe01,2018,NL,OF,,NO,Training
bourjpe01,2019,AL,2B,,NO,Training
bourjpe01,2019,AL,OF,,NO,Training
bourju01,2014,NL,1B,,NO,Training
bourju01,2015,NL,1B,,NO,Training
bourju01,2016,NL,1B,,NO,Training
bourju01,2017,NL,1B,,NO,Training
bourju01,2018,NL,1B,,NO,Training
bourju01,2018,NL,1B,,NO,Training
bourju01,2019,AL,1B,,NO,Training
bournmi01,2013,AL,OF,,NO,Training
bournmi01,2014,AL,OF,,NO,Training
bournmi01,2015,AL,OF,,NO,Training
bournmi01,2015,NL,OF,,NO,Training
bournmi01,2016,NL,OF,,NO,Training
bournmi01,2016,AL,OF,,NO,Training
bourqja01,2019,NL,P,,NO,Training
bourqja01,2020,NL,P,,NO,Training
boushca01,2023,NL,P,,NO,Validation
bowdebe01,2021,NL,P,,NO,Training
bowdemi01,2013,NL,P,,NO,Training
bowlajo01,2023,AL,P,,NO,Validation
bowmama01,2016,NL,P,,NO,Training
bowmama01,2017,NL,P,,NO,Training
bowmama01,2018,NL,P,,NO,Training
bowmama01,2019,NL,P,,NO,Training
bowmama01,2023,AL,P,,NO,Validation
boxbebr01,2013,NL,P,,NO,Training
boxbebr01,2014,AL,P,,NO,Training
boxbebr01,2015,AL,P,,NO,Training
boxbebr01,2016,AL,P,,NO,Training
boxbebr01,2017,AL,P,,NO,Training
boxbebr01,2018,NL,P,,NO,Training
boxbebr01,2019,AL,P,,NO,Training
boxbebr01,2020,NL,P,,NO,Training
boxbebr01,2021,NL,P,,NO,Training
boxbebr01,2022,NL,P,,NO,Training
boxbebr01,2023,NL,P,,NO,Validation
boydma01,2015,AL,P,,NO,Training
boydma01,2015,AL,P,,NO,Training
boydma01,2016,AL,P,,NO,Training
boydma01,2017,AL,P,,NO,Training
boydma01,2018,AL,P,,NO,Training
boydma01,2019,AL,P,,NO,Training
boydma01,2020,AL,P,,NO,Training
boydma01,2021,AL,P,,NO,Training
boydma01,2022,AL,P,,NO,Training
boydma01,2023,AL,P,,NO,Validation
boyerbl01,2014,NL,P,,NO,Training
boyerbl01,2015,AL,P,,NO,Training
boyerbl01,2016,NL,P,,NO,Training
boyerbl01,2017,AL,P,,NO,Training
boyerbl01,2018,AL,P,,NO,Training
boylejo01,2023,AL,P,,NO,Validation
brachbr01,2013,NL,P,,NO,Training
brachbr01,2014,AL,P,,NO,Training
brachbr01,2015,AL,P,,NO,Training
brachbr01,2016,AL,P,,NO,Training
brachbr01,2017,AL,P,,NO,Training
brachbr01,2018,AL,P,,NO,Training
brachbr01,2018,NL,P,,NO,Training
brachbr01,2019,NL,P,,NO,Training
brachbr01,2019,NL,P,,NO,Training
brachbr01,2020,NL,P,,NO,Training
brachbr01,2021,NL,P,,NO,Training
brachsi01,2015,NL,P,,NO,Training
brachsi01,2016,NL,P,,NO,Training
brachsi01,2017,NL,P,,NO,Training
brachsi01,2018,NL,P,,NO,Training
brachsi01,2020,NL,P,,NO,Training
brachsi01,2022,NL,P,,NO,Training
brachsi01,2023,NL,P,,NO,Validation
bradfch02,2017,NL,P,,NO,Training
bradfch02,2018,AL,P,,NO,Training
bradfch02,2019,AL,P,,NO,Training
bradfco01,2023,AL,P,,NO,Validation
bradiky01,2022,AL,P,,NO,Training
bradiky01,2023,AL,P,,NO,Validation
bradlar01,2015,NL,P,,NO,Training
bradlar01,2016,NL,P,,NO,Training
bradlar01,2017,NL,P,,NO,Training
bradlar01,2018,NL,P,,NO,Training
bradlar01,2019,NL,P,,NO,Training
bradlar01,2020,NL,P,,NO,Training
bradlar01,2020,NL,P,,NO,Training
bradlar01,2021,NL,P,,NO,Training
bradlar01,2022,AL,P,,NO,Training
bradlar01,2023,NL,P,,NO,Validation
bradlbo01,2019,AL,1B,,NO,Training
bradlbo01,2021,AL,1B,,NO,Training
bradlbo01,2022,AL,1B,,NO,Training
bradlja02,2013,AL,OF,,NO,Training
bradlja02,2014,AL,OF,,NO,Training
bradlja02,2015,AL,OF,,NO,Training
bradlja02,2016,AL,OF,,NO,Training
bradlja02,2017,AL,OF,,NO,Training
bradlja02,2018,AL,OF,,NO,Training
bradlja02,2019,AL,OF,,NO,Training
bradlja02,2020,AL,OF,,NO,Training
bradlja02,2021,NL,OF,,NO,Training
bradlja02,2022,AL,OF,,NO,Training
bradlja02,2022,AL,P,,NO,Training
bradlja02,2022,AL,OF,,NO,Training
bradlja02,2023,AL,OF,,NO,Validation
bradlje01,2016,NL,P,,NO,Training
bradlta01,2023,AL,P,,NO,Validation
bradymi01,2017,AL,P,,NO,Training
brantmi02,2013,AL,OF,,NO,Training
brantmi02,2014,AL,OF,,NO,Training
brantmi02,2015,AL,OF,,NO,Training
brantmi02,2016,AL,OF,,NO,Training
brantmi02,2017,AL,OF,,NO,Training
brantmi02,2018,AL,OF,,NO,Training
brantmi02,2019,AL,OF,,NO,Training
brantmi02,2020,AL,OF,,NO,Training
brantmi02,2021,AL,OF,,NO,Training
brantmi02,2022,AL,OF,,NO,Training
brantmi02,2023,AL,OF,,NO,Validation
brantro01,2013,NL,C,,NO,Training
brantro01,2015,AL,C,,NO,Training
brantro01,2017,AL,C,,NO,Training
brantro01,2017,AL,P,,NO,Training
brantro01,2020,NL,C,,NO,Training
brantro01,2021,AL,1B,,NO,Training
brantro01,2021,AL,C,,NO,Training
brantro01,2022,AL,C,,NO,Training
brashma01,2022,AL,P,,NO,Training
brashma01,2023,AL,P,,NO,Validation
brasiry01,2013,AL,P,,NO,Training
brasiry01,2018,AL,P,,NO,Training
brasiry01,2019,AL,P,,NO,Training
brasiry01,2020,AL,P,,NO,Training
brasiry01,2021,AL,P,,NO,Training
brasiry01,2022,AL,P,,NO,Training
brasiry01,2023,AL,P,,NO,Validation
brasiry01,2023,NL,P,,NO,Validation
braulst01,2016,NL,P,,NO,Training
braulst01,2017,NL,P,,NO,Training
braulst01,2018,NL,P,,NO,Training
braulst01,2019,NL,P,,NO,Training
braulst01,2020,NL,P,,NO,Training
braulst01,2021,NL,P,,NO,Training
braulst01,2022,NL,P,,NO,Training
braunry02,2013,NL,OF,,NO,Training
braunry02,2014,NL,OF,,NO,Training
braunry02,2015,NL,OF,,NO,Training
braunry02,2016,NL,OF,,NO,Training
braunry02,2017,NL,OF,,NO,Training
braunry02,2018,NL,1B,,NO,Training
braunry02,2018,NL,OF,,NO,Training
braunry02,2019,NL,OF,,NO,Training
braunry02,2020,NL,1B,,NO,Training
braunry02,2020,NL,OF,,NO,Training
braymbe01,2020,NL,P,,NO,Training
brazohu01,2022,NL,P,,NO,Training
brazohu01,2023,NL,P,,NO,Validation
brebbjo01,2017,NL,P,,NO,Training
brebbjo01,2018,NL,P,,NO,Training
brebbjo01,2019,NL,P,,NO,Training
brebbjo01,2021,NL,P,,NO,Training
brebbjo01,2022,NL,P,,NO,Training
brebbjo01,2023,NL,P,,NO,Validation
bregmal01,2016,AL,2B,,NO,Training
bregmal01,2016,AL,3B,,NO,Training
bregmal01,2016,AL,OF,,NO,Training
bregmal01,2016,AL,SS,,NO,Training
bregmal01,2017,AL,2B,,NO,Training
bregmal01,2017,AL,3B,,NO,Training
bregmal01,2017,AL,SS,,NO,Training
bregmal01,2018,AL,2B,,NO,Training
bregmal01,2018,AL,3B,,NO,Training
bregmal01,2018,AL,OF,,NO,Training
bregmal01,2018,AL,SS,,NO,Training
bregmal01,2019,AL,3B,,NO,Training
bregmal01,2019,AL,SS,,NO,Training
bregmal01,2020,AL,3B,,NO,Training
bregmal01,2021,AL,3B,,NO,Training
bregmal01,2022,AL,3B,,NO,Training
bregmal01,2023,AL,3B,,NO,Validation
brennbr01,2019,AL,P,,NO,Training
brennbr01,2020,AL,P,,NO,Training
brennbr01,2021,AL,P,,NO,Training
brennwi02,2022,AL,OF,,NO,Training
brennwi02,2023,AL,OF,,NO,Validation
brentbr01,2014,AL,OF,,NO,Training
brentbr01,2016,AL,OF,,NO,Training
brentja01,2021,AL,P,,NO,Training
brentja01,2022,AL,P,,NO,Training
breslcr01,2013,AL,P,,NO,Training
breslcr01,2014,AL,P,,NO,Training
breslcr01,2015,AL,P,,NO,Training
breslcr01,2016,NL,P,,NO,Training
breslcr01,2017,AL,P,,NO,Training
breslcr01,2017,AL,P,,NO,Training
brettry01,2015,AL,2B,,NO,Training
brewech01,2013,NL,P,,NO,Training
breweco01,2018,NL,P,,NO,Training
breweco01,2019,AL,P,,NO,Training
breweco01,2020,AL,P,,NO,Training
breweco01,2021,AL,P,,NO,Training
breweco01,2023,AL,P,,NO,Validation
briceau01,2016,NL,P,,NO,Training
briceau01,2017,NL,P,,NO,Training
briceau01,2018,NL,P,,NO,Training
briceau01,2019,NL,P,,NO,Training
briceau01,2020,AL,P,,NO,Training
briceau01,2021,AL,P,,NO,Training
briceau01,2022,NL,P,,NO,Training
bricejo01,2018,AL,1B,,NO,Training
bricejo01,2018,AL,C,,NO,Training
bricejo01,2020,AL,C,,NO,Training
bridejo01,2022,AL,1B,,NO,Training
bridejo01,2022,AL,2B,,NO,Training
bridejo01,2022,AL,3B,,NO,Training
bridejo01,2023,AL,1B,,NO,Validation
bridejo01,2023,AL,3B,,NO,Validation
bridwpa01,2016,AL,P,,NO,Training
bridwpa01,2017,AL,P,,NO,Training
bridwpa01,2018,AL,P,,NO,Training
briesbe01,2022,AL,P,,NO,Training
briesbe01,2023,AL,P,,NO,Validation
brighja01,2015,NL,P,,NO,Training
brighje01,2018,NL,P,,NO,Training
brighje01,2019,NL,P,,NO,Training
brighje01,2020,NL,P,,NO,Training
brighje01,2022,NL,P,,NO,Training
brighje01,2023,NL,P,,NO,Validation
brignre01,2013,NL,2B,,NO,Training
brignre01,2013,NL,3B,,NO,Training
brignre01,2013,NL,OF,,NO,Training
brignre01,2013,NL,SS,,NO,Training
brignre01,2013,AL,SS,,NO,Training
brignre01,2014,NL,2B,,NO,Training
brignre01,2014,NL,3B,,NO,Training
brignre01,2014,NL,SS,,NO,Training
brignre01,2015,NL,3B,,NO,Training
brignre01,2016,NL,2B,,NO,Training
brignre01,2016,NL,3B,,NO,Training
brinsle01,2017,NL,OF,,NO,Training
brinsle01,2018,NL,OF,,NO,Training
brinsle01,2019,NL,OF,,NO,Training
brinsle01,2020,NL,OF,,NO,Training
brinsle01,2021,NL,OF,,NO,Training
brinsle01,2022,NL,OF,,NO,Training
bristbr01,2023,AL,P,,NO,Validation
bristbr01,2023,AL,P,,NO,Validation
britojh01,2023,AL,P,,NO,Validation
britoso01,2015,NL,OF,,NO,Training
britoso01,2016,NL,OF,,NO,Training
britoso01,2018,NL,OF,,NO,Training
britoso01,2019,AL,OF,,NO,Training
brittdr01,2013,AL,P,,NO,Training
brittdr01,2014,AL,P,,NO,Training
brittza01,2013,AL,P,,NO,Training
brittza01,2014,AL,P,,NO,Training
brittza01,2015,AL,P,,NO,Training
brittza01,2016,AL,P,,NO,Training
brittza01,2017,AL,P,,NO,Training
brittza01,2018,AL,P,,NO,Training
brittza01,2018,AL,P,,NO,Training
brittza01,2019,AL,P,,NO,Training
brittza01,2020,AL,P,,NO,Training
brittza01,2021,AL,P,,NO,Training
brittza01,2022,AL,P,,NO,Training
broadmi01,2015,NL,P,,NO,Training
broadmi01,2016,NL,P,,NO,Training
brogdco01,2020,NL,P,,NO,Training
brogdco01,2021,NL,P,,NO,Training
brogdco01,2022,NL,P,,NO,Training
brogdco01,2023,NL,P,,NO,Validation
brookaa01,2014,AL,P,,NO,Training
brookaa01,2015,AL,P,,NO,Training
brookaa01,2015,AL,P,,NO,Training
brookaa01,2018,AL,P,,NO,Training
brookaa01,2019,AL,P,,NO,Training
brookaa01,2019,AL,P,,NO,Training
brookaa01,2022,NL,P,,NO,Training
brossmi01,2019,AL,1B,,NO,Training
brossmi01,2019,AL,2B,,NO,Training
brossmi01,2019,AL,3B,,NO,Training
brossmi01,2019,AL,OF,,NO,Training
brossmi01,2019,AL,P,,NO,Training
brossmi01,2020,AL,1B,,NO,Training
brossmi01,2020,AL,2B,,NO,Training
brossmi01,2020,AL,3B,,NO,Training
brossmi01,2020,AL,OF,,NO,Training
brossmi01,2020,AL,P,,NO,Training
brossmi01,2021,AL,1B,,NO,Training
brossmi01,2021,AL,2B,,NO,Training
brossmi01,2021,AL,3B,,NO,Training
brossmi01,2021,AL,OF,,NO,Training
brossmi01,2022,NL,1B,,NO,Training
brossmi01,2022,NL,3B,,NO,Training
brossmi01,2022,NL,P,,NO,Training
brossmi01,2022,NL,SS,,NO,Training
brossmi01,2023,NL,1B,,NO,Validation
brossmi01,2023,NL,2B,,NO,Validation
brossmi01,2023,NL,3B,,NO,Validation
brossmi01,2023,NL,P,,NO,Validation
brothre01,2013,NL,P,,NO,Training
brothre01,2014,NL,P,,NO,Training
brothre01,2015,NL,P,,NO,Training
brothre01,2017,NL,P,,NO,Training
brothre01,2018,NL,P,,NO,Training
brothre01,2020,NL,P,,NO,Training
brothre01,2021,NL,P,,NO,Training
brownan02,2013,NL,1B,,NO,Training
brownan02,2013,NL,OF,,NO,Training
brownan02,2014,NL,OF,,NO,Training
brownbr02,2014,NL,P,,NO,Training
brownbr02,2015,NL,P,,NO,Training
brownco01,2013,NL,OF,,NO,Training
brownco01,2014,AL,OF,,NO,Training
browndo01,2013,NL,OF,,NO,Training
browndo01,2014,NL,OF,,NO,Training
browndo01,2015,NL,OF,,NO,Training
brownga02,2014,NL,OF,,NO,Training
brownhu01,2022,AL,P,,NO,Training
brownhu01,2023,AL,P,,NO,Validation
brownse01,2019,AL,1B,,NO,Training
brownse01,2019,AL,OF,,NO,Training
brownse01,2020,AL,1B,,NO,Training
brownse01,2021,AL,1B,,NO,Training
brownse01,2021,AL,OF,,NO,Training
brownse01,2022,AL,1B,,NO,Training
brownse01,2022,AL,OF,,NO,Training
brownse01,2023,AL,1B,,NO,Validation
brownse01,2023,AL,OF,,NO,Validation
browntr01,2015,NL,C,,NO,Training
browntr01,2016,NL,3B,,NO,Training
browntr01,2016,NL,C,,NO,Training
broxtjo01,2013,NL,P,,NO,Training
broxtjo01,2014,NL,P,,NO,Training
